id,first_name,last_name,is_empty
103,Steven,Weaver,false
104,Henry,Diaz,false
105,Jason,Chapman,false
106,Elizabeth,Hunt,true
107,Elizabeth,Torres,true
108,Frances,Grant,false
109,Judy,Stanley,true
110,Phyllis,Lawson,false
111,Sandra,Hill,false
112,Heather,Gonzales,false
113,Judy,Burke,true
114,Martha,Rivera,false
115,Carolyn,Gray,false
116,Barbara,Fowler,true
117,Shawn,Kelly,false
118,Kevin,Jordan,true
119,Anthony,Schmidt,false
120,Jeffrey,Richards,false
121,Roy,Lane,true
122,Stephanie,Hayes,false
123,Melissa,Hansen,false
124,Rachel,Hanson,true
125,Jeremy,Spencer,true
126,Christina,Fuller,true
127,Stephen,Mcdonald,true
128,Paul,Richards,false
129,Tammy,Lynch,true
130,Gary,Harrison,false
131,Louis,Edwards,true
132,Antonio,Harrison,true
133,Martha,Hamilton,false
134,Edward,Porter,true
135,Julie,Bailey,false
136,Katherine,King,false
137,Earl,Hansen,true
138,Kimberly,Ferguson,false
139,Andrew,Payne,false
140,Helen,Moore,true
141,Jesse,Ferguson,true
142,Stephanie,Fowler,false
143,James,Taylor,false
144,Roy,Lynch,true
145,Janet,Walker,true
146,Brenda,West,true
147,Nicole,Allen,true
148,Mildred,Mason,false
149,Mark,Lewis,false
150,Irene,Duncan,false
151,Christina,Martinez,true
152,Tammy,Evans,false
153,Joe,Washington,true
154,Lois,Knight,false
155,Edward,Williamson,false
156,Kimberly,Lawrence,false
157,Patrick,Young,true
158,Jean,Vasquez,false
159,Alice,Sanders,true
160,Kathleen,Morales,false
161,Joyce,Mccoy,false
162,Shawn,Chavez,false
163,Joseph,Schmidt,true
164,Robin,Rogers,true
165,Lois,Austin,false
166,Wanda,Gutierrez,true
167,Chris,Collins,true
168,Mary,Hicks,true
169,Timothy,Moore,false
170,Jonathan,Nichols,true
171,Albert,Nelson,false
172,Jane,Hanson,false
173,Tina,Reed,false
174,Elizabeth,Miller,false
175,Patricia,Hamilton,true
176,Peter,Berry,true
177,Stephen,Howard,false
178,Bruce,Burns,false
179,Jose,Murray,false
180,Jimmy,Lynch,false
181,David,Burke,true
182,Stephanie,Gray,false
183,Lois,Rivera,false
184,Christine,Palmer,true
185,Roy,Holmes,false
186,Ronald,Scott,false
187,Andrea,Hunter,false
188,Janice,Dixon,true
189,Beverly,Watkins,false
190,Diane,Knight,true
191,Heather,Cox,true
192,Steve,Ryan,false
193,Lillian,Boyd,false
194,Roy,Myers,true
195,Brandon,Moreno,true
196,Roger,Arnold,false
197,Harry,Allen,true
198,Janet,Pierce,false
199,Douglas,Lee,true
200,Michelle,James,true
201,Patricia,Hanson,true
202,Mildred,Henderson,false
203,Jacqueline,Chavez,true
204,Patrick,Jones,true
205,Angela,Rose,false
206,Marilyn,Meyer,false
207,Michelle,Dunn,true
208,Charles,Mills,false
209,Benjamin,Howard,false
210,Heather,Campbell,false
211,Evelyn,Vasquez,false
212,Nicole,Perkins,false
213,William,Tucker,true
214,Todd,Kennedy,true
215,Deborah,Smith,false
216,Justin,Simpson,false
217,Sara,Lawrence,false
218,Cheryl,Jacobs,true
219,Gloria,Richards,true
220,Emily,Edwards,false
221,Brandon,Howard,true
222,Shirley,Freeman,false
223,Adam,Nichols,false
224,Kathy,Butler,true
225,Lisa,Andrews,false
226,Arthur,Hunter,false
227,Nicholas,Price,true
228,Elizabeth,Wagner,true
229,George,Barnes,true
230,Barbara,Welch,false
231,Walter,Rodriguez,true
232,George,Harper,false
233,Jacqueline,Jacobs,false
234,James,Cruz,true
235,Douglas,Stephens,true
236,Evelyn,Bradley,false
237,Walter,Anderson,true
238,Shirley,Perkins,false
239,Carlos,Patterson,true
240,Bruce,Clark,true
241,Diane,Stewart,true
242,Willie,Patterson,false
243,Phyllis,Hudson,true
244,Eugene,Gibson,true
245,Carolyn,Powell,true
246,Jack,Fox,true
247,Shirley,Cruz,true
248,Phyllis,Fowler,true
249,Marilyn,Burton,false
250,Dorothy,Garrett,true
251,Donna,Armstrong,false
252,Aaron,Smith,false
253,Kevin,Snyder,false
254,Teresa,Reyes,false
255,Cheryl,Sullivan,true
256,Dorothy,Ford,false
257,Raymond,Boyd,true
258,Helen,Mendoza,false
259,Virginia,Oliver,true
260,Andrew,Wells,true
261,Wayne,Bailey,false
262,Jerry,Wheeler,true
263,Carl,Cook,true
264,Maria,Dixon,false
265,Brian,Andrews,true
266,Roy,Diaz,true
267,Larry,Alexander,true
268,Douglas,Armstrong,true
269,Michael,Graham,false
270,Randy,George,true
271,Donald,Bryant,false
272,Kelly,Jenkins,true
273,Judith,Jordan,false
274,Julie,Lopez,false
275,Martha,Dean,true
276,David,Kelley,false
277,Nicholas,Clark,false
278,Jimmy,Matthews,true
279,Kathleen,Hall,false
280,Linda,Arnold,false
281,Nicole,Austin,false
282,Ryan,Hudson,true
283,Judy,Williamson,true
284,Carol,Fox,true
285,Emily,Young,false
286,Beverly,Hughes,true
287,Joyce,Grant,true
288,Jean,Richardson,true
289,Juan,Harper,true
290,Sara,Williams,false
291,Anna,Grant,false
292,Doris,Carr,false
293,Albert,Frazier,false
294,Joan,Morgan,false
295,Carl,Snyder,true
296,Susan,George,false
297,Rebecca,Woods,false
298,Frank,Castillo,true
299,Billy,Gonzalez,true
300,Kenneth,Brooks,true
301,Randy,Bryant,false
302,Cynthia,Burns,true
303,Edward,Mcdonald,false
304,Donald,Roberts,false
305,Gary,Weaver,false
306,Helen,Simmons,false
307,Richard,Bryant,true
308,Dennis,Stone,false
309,Joshua,Baker,false
310,Ryan,Reid,false
311,Henry,Richardson,true
312,Scott,Owens,false
313,Diane,Woods,false
314,Albert,Thomas,false
315,Walter,Green,true
316,Deborah,Jackson,true
317,Lillian,Boyd,false
318,Judith,Ryan,true
319,Ann,Perkins,true
320,Jesse,Garrett,false
321,Wanda,Bowman,false
322,Gary,Mendoza,true
323,Sean,Rodriguez,true
324,Todd,James,true
325,Fred,Perkins,true
326,Fred,Baker,false
327,William,Wood,false
328,Martha,Richards,true
329,Andrea,Reyes,true
330,Michael,Little,true
331,Howard,Pierce,false
332,Susan,Sims,false
333,Rachel,Hudson,false
334,Rose,Carter,false
335,Paula,Ward,false
336,Judy,Simpson,false
337,Juan,Stephens,false
338,Maria,Bailey,false
339,Jonathan,Adams,false
340,John,Morrison,false
341,Matthew,Riley,true
342,Angela,Green,false
343,Eugene,Porter,false
344,Patricia,Kelly,false
345,Terry,Gilbert,true
346,Anthony,Howard,false
347,Bruce,Fernandez,false
348,Roy,Fields,false
349,Christine,Carr,true
350,Harold,Bowman,false
351,Rose,Mendoza,false
352,Angela,Henry,false
353,Amanda,Cox,false
354,Adam,Montgomery,true
355,Ryan,Jackson,false
356,Lisa,Hansen,false
357,Gerald,Mitchell,true
358,Richard,Burton,false
359,Alan,Crawford,false
360,Mary,Fox,false
361,Debra,Vasquez,true
362,Brian,Foster,true
363,Marilyn,Harrison,false
364,Lillian,Dean,true
365,Shirley,Olson,true
366,Jose,Hanson,false
367,Patricia,Rivera,true
368,Paula,Riley,true
369,Rose,Willis,true
370,Kimberly,Peterson,true
371,Carolyn,Jackson,false
372,Patricia,Long,true
373,Debra,Stone,false
374,Antonio,Robertson,true
375,James,Phillips,false
376,Christina,Matthews,true
377,Ronald,Ortiz,false
378,Heather,Cole,true
379,Joyce,White,true
380,Keith,Hernandez,true
381,Timothy,Bell,false
382,Robin,Miller,false
383,Andrew,Collins,true
384,Kathryn,Murray,false
385,Steve,Clark,true
386,Roger,Gomez,true
387,Tammy,Lawson,false
388,Anne,Kennedy,false
389,Jean,Carroll,false
390,Raymond,Gutierrez,true
391,Anthony,Jones,false
392,Doris,Jones,true
393,Amanda,Graham,true
394,Henry,Snyder,true
395,Evelyn,Wright,true
396,Daniel,Gutierrez,false
397,Paul,Porter,true
398,Gary,Bishop,false
399,Eric,Perry,true
400,Cynthia,Perry,true
401,James,Roberts,false
402,Deborah,Reyes,false
403,Heather,Frazier,true
404,Louis,Stanley,false
405,Diana,Tucker,false
406,Catherine,West,true
407,Harry,Price,true
408,Cheryl,Torres,true
409,Rose,Spencer,true
410,Ruth,Porter,true
411,George,Baker,true
412,Bruce,Jackson,true
413,Craig,Webb,false
414,Helen,Welch,true
415,Nicole,Ramos,true
416,Joe,Stone,true
417,Heather,Edwards,false
418,Jacqueline,Romero,false
419,Jean,Gibson,true
420,Jason,Cruz,false
421,Daniel,Mendoza,false
422,Roger,Garrett,true
423,Jean,Olson,true
424,Brandon,Weaver,false
425,Virginia,Stevens,false
426,Walter,Henderson,true
427,Ruth,Romero,true
428,Katherine,Jordan,false
429,Jennifer,Russell,false
430,Mark,King,true
431,Jesse,Mason,false
432,Eric,Scott,false
433,Cheryl,Hansen,false
434,Cheryl,Snyder,true
435,Margaret,Arnold,true
436,Bobby,Greene,true
437,Justin,Bowman,true
438,Antonio,Jordan,false
439,Laura,Harrison,true
440,Timothy,Cox,false
441,Julie,Hudson,false
442,Randy,Lee,true
443,Kenneth,Knight,false
444,Alan,Wright,false
445,Jerry,Diaz,true
446,Nancy,Cox,true
447,Diana,Hughes,true
448,Harry,Mccoy,true
449,Gloria,Hawkins,true
450,Jeffrey,Crawford,false
451,Nicholas,Dixon,false
452,Marilyn,Fernandez,true
453,Jack,Brown,true
454,Patricia,Ortiz,true
455,Steven,Hill,false
456,Harold,Fox,false
457,Bruce,Ramos,true
458,Aaron,Hayes,false
459,Roger,Nelson,true
460,Alan,Carpenter,true
461,Lisa,Dixon,true
462,Sara,Williamson,true
463,Stephen,West,true
464,Janice,Torres,true
465,Jessica,Allen,true
466,Chris,Long,true
467,Larry,Brooks,false
468,Julie,Berry,false
469,Rose,Franklin,false
470,Ronald,Flores,false
471,Sean,Martinez,true
472,Joshua,Lynch,true
473,Ernest,Patterson,false
474,Emily,Dunn,false
475,Nicole,Montgomery,false
476,Cheryl,Hart,false
477,Stephanie,Scott,true
478,Antonio,Lopez,false
479,Fred,Dean,false
480,Stephen,Moore,true
481,Bobby,Gilbert,true
482,Rose,Peterson,true
483,Bobby,Oliver,true
484,Todd,Richardson,false
485,Victor,Cruz,true
486,Karen,Austin,false
487,Nancy,Kim,false
488,Ronald,Edwards,true
489,Ruby,Armstrong,true
490,Lori,Carr,true
491,Willie,Simpson,false
492,Lisa,Gibson,false
493,Clarence,Diaz,false
494,Scott,Larson,false
495,Donald,Harris,false
496,John,Watson,false
497,Louis,Brooks,false
498,Helen,Carter,false
499,Raymond,Pierce,false
500,Larry,Perez,true
501,Clarence,Wright,true
502,Craig,Gonzalez,false
503,Judy,Mitchell,true
504,Marilyn,Butler,true
505,Wanda,Rose,true
506,Chris,Webb,false
507,Timothy,Kelly,false
508,Walter,Castillo,false
509,Jerry,White,true
510,Billy,Lee,true
511,Raymond,Weaver,false
512,Martin,Jackson,false
513,Deborah,Carter,true
514,Benjamin,Thomas,true
515,Mark,Fowler,true
516,Denise,Flores,false
517,Cheryl,Coleman,true
518,Pamela,Hall,false
519,Charles,Duncan,false
520,Mark,Howard,true
521,Maria,Arnold,false
522,Willie,Watkins,true
523,Jose,Fisher,true
524,Juan,Romero,false
525,Thomas,Montgomery,false
526,Heather,Henry,true
527,Ann,Gomez,false
528,Marilyn,Morales,false
529,Christopher,Austin,false
530,Brandon,Simpson,true
531,Sara,Morgan,true
532,Karen,Black,true
533,Lisa,Campbell,false
534,James,Dixon,true
535,Lori,Day,false
536,Nancy,Gonzalez,false
537,Antonio,Garza,false
538,Christine,Carter,true
539,Keith,Cunningham,false
540,Samuel,Thomas,false
541,Samuel,Gonzales,false
542,Johnny,Sullivan,false
543,Patricia,Hansen,false
544,Kathleen,Rogers,true
545,Anne,Carr,false
546,Kathryn,Dixon,false
547,Benjamin,Fernandez,true
548,Ronald,Little,false
549,David,Flores,true
550,Shirley,Robinson,true
551,Jimmy,Howell,false
552,Edward,Welch,true
553,Jeremy,Alexander,true
554,Juan,Watson,false
555,Anne,Bradley,false
556,Jane,Warren,false
557,Donna,Crawford,true
558,William,Hunter,false
559,Martin,James,false
560,Alan,Ortiz,true
561,Ruby,Johnson,true
562,Arthur,Stephens,true
563,Angela,White,true
564,Peter,Lawson,false
565,Jennifer,Diaz,true
566,Henry,Collins,false
567,Jean,Stone,false
568,Jennifer,Turner,true
569,Joyce,Oliver,true
570,Ann,Harris,true
571,Joe,Thomas,true
572,Victor,Lewis,true
573,Christina,Lynch,true
574,Norma,Porter,false
575,Jimmy,Peters,false
576,Barbara,Bryant,true
577,Eugene,Gonzalez,false
578,Brenda,Lane,false
579,Patrick,Garrett,false
580,Ruby,Perkins,false
581,Cheryl,Andrews,false
582,Shawn,Mccoy,true
583,Robert,Johnson,false
584,Andrew,Bradley,true
585,Timothy,Carter,false
586,Larry,Fisher,false
587,Lawrence,Harper,true
588,Katherine,Morales,true
589,Denise,Arnold,false
590,Kathleen,Reid,false
591,Ann,Simpson,false
592,Catherine,Alexander,true
593,Jerry,Rice,true
594,Sara,Dixon,false
595,Sean,Frazier,true
596,Wayne,Howell,false
597,Gloria,Larson,false
598,Denise,Mason,false
599,Kelly,Willis,true
600,Dennis,Harvey,true
601,Christine,Murray,true
602,Michael,Morgan,false
603,Earl,Frazier,false
604,Roy,Scott,true
605,Virginia,Lee,true
606,Daniel,Carter,true
607,Rebecca,Fox,true
608,Jeffrey,Russell,true
609,Steven,Chapman,true
610,Sara,Coleman,true
611,Scott,Reid,true
612,Robert,Freeman,true
613,Linda,Romero,false
614,Kathy,Sanchez,true
615,Donna,Foster,false
616,Sean,Baker,true
617,Peter,Stanley,true
618,Phillip,Matthews,true
619,Donna,Green,true
620,Sharon,Williams,false
621,Jane,Mitchell,true
622,Juan,Alexander,true
623,Carlos,Nichols,false
624,Ryan,Cox,true
625,Frances,Garrett,false
626,Andrea,Cole,false
627,Cheryl,Burns,true
628,Alan,Miller,false
629,Angela,Harrison,false
630,John,Wells,true
631,Alice,Diaz,true
632,Timothy,Reid,true
633,Larry,Bailey,true
634,Teresa,Wells,false
635,Shirley,Stewart,false
636,Ralph,Richards,true
637,Jeffrey,Kennedy,true
638,Amanda,Ross,false
639,Christine,Butler,false
640,Kathy,Harrison,false
641,Anna,Stewart,false
642,Ryan,Morris,true
643,Sandra,Burns,false
644,Shirley,Edwards,false
645,Daniel,Simmons,false
646,Angela,Morrison,false
647,Fred,Simpson,false
648,Catherine,Dunn,false
649,Chris,Jacobs,true
650,Lillian,Evans,false
651,Samuel,Long,true
652,Barbara,Gibson,false
653,Steven,Foster,false
654,Stephanie,Stewart,false
655,Aaron,Rice,true
656,Wayne,Torres,true
657,Jason,Walker,false
658,Emily,Riley,false
659,Bobby,Hall,true
660,Peter,King,true
661,Rebecca,Torres,false
662,Emily,Oliver,false
663,Denise,Carter,false
664,Mary,Edwards,true
665,Raymond,Griffin,true
666,Todd,Meyer,false
667,Helen,Webb,false
668,Steven,Campbell,false
669,Randy,Murphy,true
670,Chris,Gilbert,true
671,Wanda,Diaz,false
672,Phyllis,Richardson,true
673,Barbara,James,true
674,Ralph,Perkins,true
675,Jeremy,Owens,false
676,Arthur,Perry,true
677,Frances,Webb,true
678,Rebecca,Lane,true
679,Jose,Gutierrez,true
680,Jeremy,Porter,false
681,Judy,Diaz,false
682,Paul,Mendoza,false
683,Gregory,Banks,true
684,Ryan,Harvey,true
685,Judith,Gomez,false
686,Dennis,Ryan,false
687,Jeremy,Long,true
688,Christina,Arnold,false
689,Phillip,Martinez,false
690,Linda,Rice,true
691,Linda,Thompson,true
692,Joan,Wells,true
693,Stephanie,Simpson,false
694,Teresa,Gray,true
695,Frances,Medina,true
696,Larry,Butler,false
697,Stephen,Duncan,true
698,Arthur,Thompson,false
699,Laura,Kelly,true
700,Irene,Taylor,false
701,Sarah,Ross,false
702,Randy,Gonzales,true
703,Paul,Johnson,true
704,Christopher,Cooper,true
705,Carol,Thomas,true
706,Kevin,Berry,true
707,Keith,Mcdonald,true
708,Patricia,Webb,false
709,Robin,Williams,true
710,Jennifer,Burton,false
711,Anthony,Riley,false
712,Shawn,Rivera,false
713,Julia,Thompson,true
714,Lois,Reyes,true
715,Henry,Rose,true
716,Michelle,Dean,true
717,Betty,Andrews,false
718,Nancy,Martinez,false
719,Frances,Montgomery,true
720,Jose,Barnes,true
721,Joseph,Simmons,false
722,Ruby,Morrison,false
723,David,Johnson,true
724,Ashley,White,true
725,Ruth,Chapman,true
726,Phillip,Hicks,false
727,Timothy,Perkins,true
728,Brenda,Robertson,true
729,Johnny,Perez,false
730,Bonnie,Johnson,true
731,Frank,Chavez,true
732,Jeffrey,Bishop,false
733,Phyllis,Wright,false
734,Matthew,Wheeler,false
735,Wayne,Martin,true
736,Ralph,Taylor,false
737,Janice,Gonzales,true
738,Carol,Fuller,true
739,Susan,Ford,false
740,Aaron,Ruiz,false
741,Stephen,Ryan,false
742,Angela,Brown,false
743,Kimberly,Snyder,true
744,Ryan,Shaw,true
745,Victor,Morgan,false
746,Emily,Hunter,true
747,Billy,Bailey,true
748,Shawn,Moore,false
749,Martha,Hayes,true
750,Kevin,Schmidt,false
751,Carlos,Edwards,true
752,Cheryl,Arnold,false
753,Martha,Carter,false
754,Kevin,Nguyen,true
755,Jeffrey,Sullivan,false
756,Roger,Matthews,false
757,Ralph,Peterson,false
758,Nancy,Franklin,true
759,Benjamin,Henderson,true
760,Willie,Martinez,true
761,Julie,Carpenter,true
762,Eugene,Moreno,false
763,Howard,Peters,true
764,Kathleen,Carpenter,true
765,Wayne,Reed,false
766,Julie,Boyd,false
767,Lillian,Scott,true
768,Joe,Sims,true
769,Jose,Elliott,false
770,Christopher,Frazier,true
771,Stephanie,Rivera,false
772,Richard,Moreno,false
773,Jessica,Holmes,true
774,Gloria,Howell,true
775,Joshua,Knight,false
776,Jeremy,Kennedy,false
777,Joan,Ward,true
778,Earl,Nguyen,false
779,Janet,Henry,true
780,Lisa,Walker,true
781,Scott,Rice,true
782,Eugene,Lynch,true
783,Judy,Cole,true
784,Walter,Stone,false
785,Janice,Hall,true
786,Lori,Parker,false
787,Eugene,Lee,false
788,Tina,Williamson,true
789,Patrick,Thomas,true
790,Joe,Stewart,false
791,Susan,Rivera,true
792,Anthony,Hunt,false
793,Martin,Frazier,true
794,Billy,Spencer,false
795,Benjamin,Harrison,false
796,Wanda,Ferguson,true
797,Marilyn,Fisher,true
798,Louise,Tucker,false
799,Martin,Matthews,false
800,Diane,Jones,false
801,Sarah,Hunter,false
802,Judy,Hawkins,false
803,Ernest,Bowman,true
804,Kelly,Berry,false
805,Diane,Jones,true
806,Debra,Johnston,false
807,Joseph,King,true
808,Paula,Cole,true
809,Theresa,Garza,true
810,Brian,Rose,true
811,Beverly,James,false
812,Keith,Shaw,true
813,Nicole,Franklin,true
814,Earl,Burton,true
815,Paul,Cole,false
816,Anne,Larson,true
817,Janet,Duncan,true
818,Harold,Hawkins,true
819,Terry,Palmer,false
820,Henry,Stevens,true
821,Howard,Howard,true
822,Willie,Montgomery,false
823,Jimmy,Robertson,true
824,Martin,Russell,true
825,Melissa,Gonzalez,false
826,Brenda,Sanchez,true
827,Wanda,Mccoy,true
828,Kelly,Payne,false
829,Alice,Lee,false
830,Amy,Spencer,false
831,Richard,Johnston,false
832,Earl,Fowler,true
833,Edward,Banks,false
834,Christopher,Gonzales,false
835,Diana,Gibson,false
836,Martha,Mason,true
837,Robin,Watkins,true
838,Lois,Wilson,false
839,Carlos,Hill,true
840,Nicholas,Tucker,true
841,Michelle,Cooper,true
842,Norma,Stanley,true
843,Kevin,Duncan,true
844,Betty,Carpenter,true
845,Walter,Burke,true
846,David,Cooper,false
847,Christina,Howell,true
848,Cheryl,Davis,true
849,Henry,Schmidt,true
850,Raymond,Reynolds,false
851,Kenneth,Ward,false
852,Kathy,Porter,false
853,Bonnie,Green,true
854,Evelyn,Long,true
855,Clarence,Ruiz,false
856,Deborah,Andrews,true
857,Christine,Cook,false
858,Teresa,Hill,false
859,Howard,Nelson,true
860,Jean,Medina,false
861,Bruce,Ruiz,true
862,Linda,Gilbert,false
863,Dennis,Payne,false
864,Tammy,Lewis,true
865,Karen,Howard,true
866,Rachel,Ray,false
867,Mary,Gibson,false
868,Ruth,Wood,true
869,Christine,Elliott,true
870,Carol,Green,true
871,Phyllis,Olson,true
872,Catherine,Stanley,false
873,Richard,Payne,true
874,Jason,Hawkins,false
875,Judith,Austin,false
876,Steve,Bryant,true
877,Steven,Carroll,true
878,Carol,Mitchell,true
879,Marie,Simmons,false
880,Robert,Edwards,true
881,Juan,Green,false
882,Dorothy,White,false
883,Ashley,Walker,false
884,Norma,Elliott,true
885,George,Watkins,true
886,Bruce,Turner,true
887,Lisa,Parker,false
888,Carl,Watson,true
889,Chris,Washington,false
890,Nicholas,Dixon,true
891,Diana,Peters,true
892,Robin,Gordon,true
893,Martin,Stanley,true
894,Albert,Oliver,true
895,Martin,Robertson,false
896,Ashley,Weaver,true
897,Susan,Crawford,true
898,Henry,Robinson,true
899,Janice,Lane,false
900,Gary,Mitchell,true
901,Willie,Lewis,true
902,Carl,Burke,false
903,Marie,Wells,false
904,Debra,Simpson,false
905,Victor,Hughes,true
906,Denise,Edwards,true
907,Kathy,Carpenter,false
908,Bobby,Reed,false
909,Andrea,Burton,false
910,Teresa,Howard,true
911,Margaret,Young,false
912,Paula,Perry,true
913,Sean,Gonzales,false
914,James,Burton,true
915,Shirley,Castillo,false
916,Matthew,Lee,false
917,Laura,Clark,false
918,Marie,Jenkins,false
919,Jennifer,Peters,true
920,Diana,Perry,true
921,Paula,Fisher,false
922,Justin,Hall,false
923,William,Duncan,true
924,Ruth,Reyes,true
925,Aaron,Ramos,false
926,Virginia,Jacobs,true
927,Phyllis,Gutierrez,false
928,Arthur,Harris,false
929,Katherine,Martin,true
930,Evelyn,Black,false
931,Scott,Diaz,true
932,Sean,Gibson,true
933,Joseph,Chapman,true
934,Catherine,Peterson,true
935,Sean,Shaw,true
936,Eugene,Knight,true
937,Clarence,Lane,true
938,Andrea,Hughes,false
939,Kathryn,Duncan,false
940,Jeffrey,Fuller,false
941,Sara,Russell,true
942,Steven,Ross,true
943,Anna,Burton,true
944,Sean,Ramirez,false
945,Brian,Matthews,true
946,Patrick,Henry,false
947,Barbara,Lawrence,false
948,Kathleen,Gomez,false
949,Janice,Johnston,false
950,Ruth,Hawkins,true
951,Margaret,Berry,false
952,Pamela,Butler,false
953,Helen,Cook,false
954,Jerry,Rivera,false
955,Anne,Cox,true
956,Marie,Rose,true
957,Kathy,Bryant,false
958,Matthew,Brown,false
959,Jacqueline,Ryan,true
960,Emily,Fernandez,false
961,Robert,Walker,false
962,Brenda,George,false
963,Sandra,Hart,false
964,William,Dean,true
965,Alice,Hudson,true
966,Pamela,Diaz,false
967,Paula,Wells,true
968,Lisa,Porter,false
969,Clarence,Elliott,true
970,Martha,Roberts,false
971,Janet,Burton,false
972,Janice,Perkins,true
973,Joseph,Freeman,false
974,Anne,Burton,true
975,Nancy,Shaw,true
976,Jonathan,Chavez,false
977,Donna,Johnson,false
978,Beverly,Cook,false
979,Billy,Hawkins,false
980,Jean,Mitchell,false
981,Ernest,Welch,false
982,Katherine,Sanchez,false
983,Betty,Ramirez,false
984,Raymond,Richards,true
985,Jesse,Bradley,false
986,Dorothy,Stevens,false
987,Deborah,Cruz,true
988,Paul,Crawford,false
989,Gary,Austin,true
990,Ernest,Gibson,false
991,Richard,Ellis,false
992,Eric,Long,false
993,Henry,Sims,false
994,Debra,Rogers,true
995,Patricia,Johnston,false
996,Jennifer,Cox,false
997,Christina,Price,true
998,Christopher,Ford,false
999,Angela,Arnold,true
1000,Mary,Elliott,true
